	s176	s184	s193	s237	s325	REF_GCF_000012825	REF_GCF_000178195	REF_GCF_000273295	REF_GCF_000403235	REF_GCF_000699705	REF_GCF_000699845	REF_GCF_000699865	REF_GCF_001404375	REF_GCF_001405155	REF_GCF_001406315	REF_GCF_001412315	REF_GCF_001640865	REF_GCF_900109635
g010913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010916	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010917	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010927	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0
g010928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010929	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0
g010930	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010931	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
g010932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010940	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
g010941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010947	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010950	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010963	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010964	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0
g010965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010966	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010976	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010978	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
g010979	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g010980	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g010981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010985	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g010986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g010996	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1
g010997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g010998	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0
g010999	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
g011000	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g011001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011002	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
g011003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011004	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0
g011005	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
g011007	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0
g011008	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0
g011009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011011	0	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0
g011012	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0
g011013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011024	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
g011025	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0
g011026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011029	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
g011030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011058	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
g011059	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
g011060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011065	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
g011066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011071	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
g011072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011075	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011076	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g011077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011079	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g011080	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011081	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011082	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g011083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011084	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
g011085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011087	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
g011088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011091	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1
g011092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011097	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011098	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011100	0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0
g011101	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0
g011102	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011104	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
g011105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011110	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011111	0	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0
g011112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011115	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011117	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011123	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g011124	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011126	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
g011127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011130	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011133	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
g011134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011136	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g011137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011138	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g011139	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g011140	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
g011141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011156	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
g011157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011183	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011186	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
g011187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011201	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1
g011202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011205	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
g011206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011208	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0
g011209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011232	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g011233	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011237	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
g011238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011247	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g011253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g011258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
